psp_reference,outlier_score
76918309067,0.08233608
68083669863,0.01170439
36242257272,0.023745552
16690448158,0.0013735731
14886739085,0.0019804682
62767175615,0.060392845
65070405150,0.007694875
79850238468,0.048709456
52197581683,0.06755249
61272148517,0.020850008
65986979079,0.0015326835
88234598809,0.01426754
23581410734,0.010518115
47365686959,0.028135441
80903642843,0.047284964
35532898633,0.0011832095
41509912900,0.00913955
60106363317,0.0033076983
83555810717,0.2126281
70754245496,0.009966448
69239213954,0.0028661196
69060476993,0.007129596
33157696686,0.0014005321
10660334551,0.0013331511
59051400252,0.014010026
34198425510,0.008412069
75923182801,0.0019006595
35266658744,0.01842109
55526051628,0.03495469
48503035662,0.0010840768
67383925557,0.036759734
68493709720,0.009445638
22768756625,0.01992572
42405849021,0.05664796
48940647942,0.0009375438
39518347424,0.0016457018
43939120446,0.13629544
75231380444,0.071793675
89053189177,0.04338133
57438604568,0.033709068
39046876534,0.014634776
31655543057,0.0071565504
75883532096,0.020358296
70874431318,0.0116969105
10093509365,0.036973026
39246621184,0.012833571
82650198447,0.000846211
26423656376,0.007973935
88000674741,0.010142381
31410106285,0.007792455
88543918471,0.0021461786
72563349635,0.13785258
76099479934,0.014024282
27361498571,0.0046716128
80713861278,0.028166508
11049997832,0.018202111
33555336795,0.014260023
65919456406,0.010156257
86755259956,0.011905494
77781616523,0.0015878322
85945611288,0.022159833
10245877563,0.24723999
16168900602,0.06840455
33725261869,0.013875763
38275291837,0.016046038
77857019709,0.031088086
30867950390,0.027807293
81927201691,0.020245422
80877623081,0.017838383
33102110331,0.0067458833
45134158043,0.1891516
31267194724,0.017741036
22891882992,0.03703788
51815573783,0.0013558122
56917138148,0.02666904
34093284889,0.0123662725
49764539054,0.0040022004
37771081451,0.073741086
29048524783,0.08425705
29061896756,0.00089085865
18902275724,0.06451087
67288970883,0.0032916414
53527950297,0.011186083
29545853626,0.0012979489
59717767587,0.06501302
52969115957,0.020119451
39159435181,0.058591124
34714465160,0.0017094712
81676073396,0.015183107
13325696424,0.048581745
34332988243,0.016024828
73918988621,0.0013170963
30045338203,0.0025805694
14033483379,0.06023236
35730376404,0.015395993
89687712730,0.12292305
61781193097,0.14358872
72054855219,0.25363854
76962347211,0.6047914
66870875176,0.019482493
71416596971,0.0052714446
28641792096,0.0024243302
72128282338,0.3885333
58954061644,0.0040796176
55357471520,0.0010385832
63604467283,0.5346824
30544350387,0.012545542
86612070797,0.019531544
27415182795,0.013516717
76083004214,0.0029552781
78790690955,0.0012675076
24433881524,0.005087847
19598333732,0.024590403
41290409555,0.003121147
62302868896,0.015803017
31054962927,0.034028873
49784147970,0.1943611
10375621212,0.0012521845
61891196243,0.0041743494
78903676143,0.002761191
15435968324,0.04144893
70140388382,0.24239296
66888349685,0.042023942
25474236940,0.0108376
14470516038,0.04402239
81077989374,0.22954026
33167996021,0.0033581185
69004498817,0.18408597
76022217735,0.120578915
69040811986,0.025710087
72135348420,0.100675635
49265887733,0.0033243238
22029581180,0.012039853
40401651326,0.018660508
83504493041,0.0010372249
60431169355,0.0021595703
10220771035,0.033966213
17421816117,0.0792651
42518414748,0.035427496
61048241634,0.0019287704
88868589620,0.015841542
34741290083,0.009839021
28953713166,0.004634548
76255405577,0.036401387
16448786628,0.256399
50634674948,0.033912115
87274251486,0.002096822
41367137587,0.058650434
43770628714,0.017110428
31942056291,0.033249896
81418022931,0.1626603
45865224547,0.06943201
61744813255,0.07491579
21710663236,0.040818483
89617736965,0.000974555
14832111556,0.034100328
47706156626,0.020617133
24577796675,0.0024503018
66695182877,0.0019982527
56472229302,0.045681275
13852882889,0.0102752205
72826281167,0.03441958
46018148503,0.012906921
10783711760,0.032116577
20608502430,0.015060364
43792623103,0.0035160482
56249576776,0.0023530493
51902286280,0.3256383
82732423473,0.009091018
16064874883,0.01491688
56864728387,0.0013502783
73614388503,0.09683619
83634602263,0.062488116
88611307475,0.041852195
82475478430,0.057631623
48073290260,0.0092688585
18753315203,0.062125083
49607202640,0.0020345727
60061955439,0.04068197
13808969101,0.021080412
67473183679,0.0008734761
29558729895,0.033128854
25991254557,0.0011092146
81346253966,0.009566225
80908148056,0.014670906
78880811994,0.011659544
42813519431,0.002423797
10349261185,0.0037352995
85063120853,0.014550307
59109926202,0.032714907
28665890155,0.009746981
60881502658,0.043565642
81292409595,0.087356664
17515628546,0.0064039715
30925974262,0.005877092
44591447195,0.17019072
72545895579,0.01941059
37566106772,0.0013101044
71732957999,0.16352043
48951249999,0.0085240835
85170970120,0.0046167616
11634943327,0.011370696
48995486346,0.013289571
78818802009,0.0074586244
39104145142,0.01484107
45850042173,0.0012583634
16758850853,0.015520282
39162378035,0.0109513905
36552785787,0.009439678
81394650834,0.5703195
21254267901,0.15160729
35171640767,0.0129567785
28432064278,0.006050374
65766428826,0.023258032
21120460323,0.012392341
48018285027,0.024296597
59050128516,0.01641106
47215912877,0.0013585036
84423130562,0.0041320976
11650271781,0.02074794
77055571560,0.0039943834
60051251007,0.012534501
44913747374,0.04114413
87844801725,0.030671401
89280074443,0.028873019
38062952242,0.0019471638
28678748316,0.0069687506
17172729553,0.229247
26617605816,0.012254929
28755805348,0.005556223
86275557984,0.015664792
55921728974,0.038973503
12130392843,0.0032285063
88150242002,0.0066134646
65514119183,0.02547644
21616242065,0.02171674
49440412134,0.0040385746
38278941036,0.04310415
17768982456,0.0006907724
19409119968,0.008041984
57940088218,0.012799542
19239152929,0.0018793795
79354706965,0.02006092
81722910132,0.03350578
36182529006,0.0125747435
33281142375,0.0008669482
54659171045,0.012536456
32629102332,0.0031605961
45220767440,0.043708984
14196862554,0.011341286
30432592129,0.0014305358
44179552281,0.0019619279
27176981421,0.0022249336
69410234172,0.33513284
85377154690,0.013280227
37247969004,0.0010633847
11458493539,0.01499562
26024573382,0.0027581216
18953247780,0.053919327
73276647180,0.034204155
77242095469,0.014938998
84900090317,0.002106572
84822495986,0.030833477
33962520842,0.031920843
40590946470,0.015876392
26949299699,0.056321096
25035968197,0.015584166
36437302871,0.0033049209
85951396290,0.009650168
60183104099,0.0019089323
14974400284,0.0104838
25554423524,0.0069872816
43103999712,0.22308555
76431583147,0.010952245
70516169488,0.10037573
77179831292,0.008227698
22189639331,0.108629756
72266130697,0.0037175287
72755343768,0.011831727
68177296076,0.042240486
52552538279,0.003193923
56343681313,0.021609005
20808176044,0.03682067
31775959000,0.04168779
57435306012,0.0011804586
83101452559,0.0017804065
29625368985,0.0021177551
66237608056,0.04821571
65210978687,0.0010764344
78774238143,0.03202257
57769807030,0.04865384
47569172514,0.02279415
47990962788,0.020397414
33947088441,0.04878156
10865389418,0.03373386
24044630270,0.0016936767
53375925670,0.10526327
69476022414,0.011322628
83590291701,0.0037236183
57142650460,0.032453872
20663479959,0.038411092
21220635838,0.028382434
18313830110,0.020548014
54926661339,0.007768793
85940555997,0.039233904
33324046340,0.00094265724
13908151459,0.0018258777
47081654690,0.055252038
50955159766,0.02482947
79122010169,0.018452698
69135137468,0.012073176
53476977924,0.020189121
21672774896,0.08072042
78899269074,0.006526374
62422804096,0.0012674943
77198936691,0.01563375
23183216198,0.012113501
51433188556,0.01443304
17151043947,0.0072523495
43347303477,0.002032551
70305636499,0.015231206
54104135276,0.02028834
85575745999,0.0012762949
38280603236,0.008572237
47796068004,0.008731868
13168811536,0.0015570846
60127991286,0.029619316
53025482997,0.0012886076
87469098985,0.0658555
18312189146,0.035029575
86997312139,0.0016246262
25095618694,0.05694438
28876212060,0.06119232
34685951605,0.092747256
29163516331,0.019964539
23727735041,0.0010475403
85500711929,0.07885728
72520994152,0.0018347322
61169312350,0.010619338
47537232979,0.0010254068
70915811395,0.008207903
71933977213,0.0017083935
30592459897,0.040680885
45675454218,0.038248412
48577477285,0.0148416925
80501859976,0.012483204
66528260065,0.027575025
56500857879,0.009868703
52772801317,0.039873235
48233747361,0.011609766
60896686547,0.23030788
77060170224,0.013913682
22876894210,0.05112508
75636563043,0.016636394
50142638760,0.014532566
33989354844,0.0023821404
22256360635,0.07451381
33766312303,0.13383682
57976928772,0.06740562
47421161239,0.14916511
40474240309,0.00543616
74525915722,0.114865124
55303664773,0.041269723
16011768196,0.0014562298
88099224357,0.0025081306
72540352453,0.03501355
21367111940,0.0031796824
31046501615,0.009140421
27072679027,0.000739837
66787577490,0.009357963
65597113640,0.0097053265
83723171851,0.0063190674
36507115007,0.009607273
58941634551,0.0032496369
42448051493,0.008606425
38079813604,0.011767421
72108054142,0.018142473
78575225493,0.007280748
79489907737,0.010860722
49206237494,0.120184265
36075602476,0.0042826487
71996174567,0.049863495
37836679657,0.045695413
55221321537,0.045583688
14406629426,0.0014690032
36262348926,0.022706434
84685559830,0.033262238
24068005558,0.025186816
44369267314,0.0008123966
41150763165,0.0030977582
41733841683,0.010577822
59000694450,0.021889437
25824744155,0.14131884
68031470125,0.0077883233
82044368664,0.075299636
14579518403,0.0046383226
40110267500,0.013916893
73057900024,0.013780415
12519198897,0.0009201066
42277061591,0.01067248
52869897715,0.010667789
26505541069,0.018815557
78509275440,0.003595503
80925655761,0.011749731
42765413032,0.013385193
75021019576,0.033428162
70366288357,0.0033398462
37222196815,0.0050770924
57048223454,0.0025118436
37441807284,0.11214941
11858575236,0.028933812
61573890307,0.08780791
37555441377,0.008822839
38992620219,0.0041950555
18180450765,0.0409912
24933089850,0.008098946
79107394423,0.020814449
40260807910,0.0029859138
73686772669,0.021881584
72624309380,0.21342288
45233248606,0.019679407
35462063393,0.0010164684
51990859984,0.005378889
17515401818,0.003672583
78839792984,0.0016130479
11195069089,0.05481638
40063942923,0.00096147263
37900908776,0.006676541
64537259263,0.04620683
69790641417,0.0014048079
42025288383,0.0030761454
16614018432,0.014122667
63633993236,0.0012838384
57186815929,0.07850854
23158473848,0.00093759457
75356798705,0.0019527449
31985705425,0.03080922
64310813966,0.026808418
87735387168,0.11108719
18417895767,0.0046630343
59996071658,0.0015543693
43600139124,0.006514983
56660914453,0.0108882
44827496614,0.040214613
59802955540,0.020186149
21772494488,0.043020215
80730934767,0.0013670339
19998652469,0.030975899
35419960289,0.35958925
40478958485,0.05657569
44837177803,0.007640735
22073777593,0.014669767
70671662962,0.0028578136
57832607843,0.023897894
71719891571,0.010347028
25775931949,0.14270407
86818560513,0.027101597
34091787893,0.29832283
45841087109,0.015399157
57800498810,0.07516533
18283938935,0.0025874674
79788641633,0.042923164
84980522134,0.0050554657
64428012027,0.01305589
86505370288,0.03594023
31403331397,0.0029068
65753637109,0.002328542
87660875260,0.017542085
66544115106,0.0022660608
24609539498,0.033061665
76508855776,0.050085135
80446358861,0.003144781
70705568037,0.0010514301
29156069510,0.040771484
73789478260,0.014268131
77221323711,0.010465669
52417646853,0.019556528
60639344788,0.01622783
89485803597,0.004028159
85092743622,0.03208864
86330607613,0.034149442
51493583071,0.040001195
43350065079,0.02000598
89230008162,0.0010941393
58241453422,0.02970193
19611793316,0.035287093
77507041665,0.029793244
71985373231,0.0019363367
31895917443,0.02746798
32792505400,0.098154046
20599000948,0.07709594
79773487041,0.014361342
24337535526,0.03003098
32271274027,0.025972629
49621535851,0.011945364
68817452518,0.0061498997
52727283648,0.004784889
16274192275,0.02533192
24126756662,0.005735786
76868054173,0.0023869716
58268354450,0.0016995665
43711948199,0.0024046097
46619578265,0.0012091399
44002532192,0.07266824
83776487193,0.002206295
13081338820,0.011140356
22086157729,0.03787734
75606812900,0.0029039201
31622739491,0.04784614
40314518983,0.26278
18024964651,0.04556242
13364459099,0.0010611832
63494878626,0.0026414995
14573493002,0.0033981372
16637191596,0.017929189
81398840370,0.0021802876
62907413831,0.07782087
18492263485,0.0069206203
47159566787,0.03859262
85776306995,0.0017609718
82557544242,0.013767669
59167525643,0.62389565
11534626496,0.0011673633
64934152963,0.055006176
18065542123,0.02759933
40182491095,0.001842277
67577032878,0.102687456
73015534610,0.019864654
89013045094,0.014071743
81236024516,0.0020648423
13525043778,0.024196496
48699753580,0.0029145966
64333914359,0.04157388
80483965803,0.0056185727
15016188451,0.054864213
85312983987,0.0023864284
66268269662,0.0029149614
49938174437,0.004026839
48018378492,0.032080244
48301019387,0.0031222538
76223577104,0.0031991045
88902254432,0.013560307
71983441651,0.0017337849
33032623547,0.010825371
80665996750,0.00184533
17803198354,0.011026942
76732551896,0.002171053
31711261972,0.019920671
33111023692,0.11326378
19323709985,0.003743363
39502304892,0.017636724
82181765776,0.010693037
23760478654,0.046697598
59301608054,0.0035996938
68859669751,0.0031801178
16600295666,0.028877521
46073608989,0.031622697
88811434315,0.2708194
86716128034,0.014690879
81908754351,0.04246952
52496739683,0.024742508
75008990982,0.008342479
68178547415,0.0012384215
